Country,Year,GDP per capita (US dollars),GDP per capita (US dollars),Emissions (thousand metric tons of carbon dioxide),Emissions per capita (metric tons of carbon dioxide),Region,Income group
"Belarus,2019,""6,814"",""6,814"",""56,140"",5.9,Europe & Central Asia,Upper middle income"
"Belgium,2005,""36,557"",""36,557"",""108,685"",10.3,Europe & Central Asia,High income"
"Belgium,2010,""43,968"",""43,968"",""105,403"",9.6,Europe & Central Asia,High income"
"Belgium,2015,""40,942"",""40,942"",""93,987"",8.2,Europe & Central Asia,High income"
"Belgium,2019,""46,388"",""46,388"",""91,419"",7.9,Europe & Central Asia,High income"
"Benin,2005,602,602,""3,198"",0.3,Sub-Saharan Africa,Lower middle income"
"Benin,2010,758,758,""5,148"",0.5,Sub-Saharan Africa,Lower middle income"
"Benin,2015,""1,076"",""1,076"",""6,002"",0.5,Sub-Saharan Africa,Lower middle income"
"Benin,2019,""1,220"",""1,220"",""7,941"",0.6,Sub-Saharan Africa,Lower middle income"
"Bosnia and Herzegovina,2005,""2,981"",""2,981"",""16,059"",4.2,Europe & Central Asia,Upper middle income"
"Bosnia and Herzegovina,2010,""4,635"",""4,635"",""20,734"",5.5,Europe & Central Asia,Upper middle income"
"Bosnia and Herzegovina,2015,""4,727"",""4,727"",""19,633"",5.6,Europe & Central Asia,Upper middle income"
"Bosnia and Herzegovina,2019,""6,120"",""6,120"",""21,277"",6.3,Europe & Central Asia,Upper middle income"
"Botswana,2005,""5,520"",""5,520"",""4,515"",2.4,Sub-Saharan Africa,Upper middle income"
"Botswana,2010,""6,435"",""6,435"",""3,501"",1.6,Sub-Saharan Africa,Upper middle income"
"Botswana,2015,""6,800"",""6,800"",""7,192"",3.3,Sub-Saharan Africa,Upper middle income"
"Botswana,2019,""7,971"",""7,971"",""7,495"",3.1,Sub-Saharan Africa,Upper middle income"
"Brazil,2005,""4,790"",""4,790"",""327,026"",1.7,Latin America & Caribbean,Upper middle income"
"Brazil,2010,""11,286"",""11,286"",""389,556"",1.9,Latin America & Caribbean,Upper middle income"
"Brazil,2015,""8,814"",""8,814"",""474,044"",2.2,Latin America & Caribbean,Upper middle income"
"Brazil,2019,""8,936"",""8,936"",""428,083"",1.9,Latin America & Caribbean,Upper middle income"
"Brunei Darussalam,2005,""28,926"",""28,926"",""4,854"",13.2,East Asia & Pacific,High income"
"Brunei Darussalam,2010,""35,269"",""35,269"",""6,901"",17.6,East Asia & Pacific,High income"
"Brunei Darussalam,2015,""31,164"",""31,164"",""6,022"",14.4,East Asia & Pacific,High income"
"Brunei Darussalam,2019,""31,086"",""31,086"",""6,636"",15.2,East Asia & Pacific,High income"
"Bulgaria,2005,""3,886"",""3,886"",""47,002"",6.1,Europe & Central Asia,Upper middle income"
"Bulgaria,2010,""6,826"",""6,826"",""44,604"",5.9,Europe & Central Asia,Upper middle income"
"Bulgaria,2015,""7,053"",""7,053"",""44,163"",6.1,Europe & Central Asia,Upper middle income"
"Bulgaria,2019,""9,845"",""9,845"",""38,778"",5.5,Europe & Central Asia,Upper middle income"
"Cambodia,2005,474,474,""3,447"",0.2,East Asia & Pacific,Lower middle income"
"Cambodia,2010,786,786,""5,630"",0.3,East Asia & Pacific,Lower middle income"
"Cambodia,2015,""1,163"",""1,163"",""8,717"",0.5,East Asia & Pacific,Lower middle income"
"Cambodia,2019,""1,644"",""1,644"",""13,879"",0.8,East Asia & Pacific,Lower middle income"
"Cameroon,2005,""1,012"",""1,012"",""5,022"",0.2,Sub-Saharan Africa,Lower middle income"
"Cameroon,2010,""1,285"",""1,285"",""6,666"",0.2,Sub-Saharan Africa,Lower middle income"
"Cameroon,2015,""1,326"",""1,326"",""7,952"",0.3,Sub-Saharan Africa,Lower middle income"
"Cameroon,2019,""1,507"",""1,507"",""8,691"",0.3,Sub-Saharan Africa,Lower middle income"
"Canada,2005,""36,474"",""36,474"",""546,869"",16.7,North America,High income"
"Canada,2010,""47,361"",""47,361"",""534,305"",15.5,North America,High income"
"Canada,2015,""43,194"",""43,194"",""557,311"",15.4,North America,High income"
"Canada,2019,""46,550"",""46,550"",""579,620"",15.2,North America,High income"
"Chile,2005,""7,599"",""7,599"",""56,141"",3.3,Latin America & Caribbean,High income"
"Chile,2010,""12,808"",""12,808"",""70,533"",4.0,Latin America & Caribbean,High income"
"Chile,2015,""13,574"",""13,574"",""82,959"",4.5,Latin America & Caribbean,High income"
"Chile,2019,""14,742"",""14,742"",""92,588"",4.8,Latin America & Caribbean,High income"
"China,2005,""1,718"",""1,718"",""5,524,063"",4.1,East Asia & Pacific,Upper middle income"
"China,2010,""4,447"",""4,447"",""7,943,765"",5.9,East Asia & Pacific,Upper middle income"
"China,2015,""7,863"",""7,863"",""9,249,852"",6.7,East Asia & Pacific,Upper middle income"
"China,2019,""9,960"",""9,960"",""9,985,311"",7.1,East Asia & Pacific,Upper middle income"
"Colombia,2005,""3,414"",""3,414"",""54,307"",1.3,Latin America & Caribbean,Upper middle income"
"Colombia,2010,""6,337"",""6,337"",""60,283"",1.3,Latin America & Caribbean,Upper middle income"
"Colombia,2015,""6,176"",""6,176"",""75,679"",1.6,Latin America & Caribbean,Upper middle income"
"Colombia,2019,""6,425"",""6,425"",""77,172"",1.5,Latin America & Caribbean,Upper middle income"
"Costa Rica,2005,""4,677"",""4,677"",""5,691"",1.3,Latin America & Caribbean,Upper middle income"
"Costa Rica,2010,""8,227"",""8,227"",""6,852"",1.4,Latin America & Caribbean,Upper middle income"
"Costa Rica,2015,""11,643"",""11,643"",""7,153"",1.4,Latin America & Caribbean,Upper middle income"
"Costa Rica,2019,""12,670"",""12,670"",""7,730"",1.5,Latin America & Caribbean,Upper middle income"
"Côte d’Ivoire,2005,931,931,""7,156"",0.3,Sub-Saharan Africa,Lower middle income"
"Côte d’Ivoire,2010,""1,279"",""1,279"",""7,658"",0.3,Sub-Saharan Africa,Lower middle income"
"Côte d’Ivoire,2015,""1,971"",""1,971"",""11,149"",0.4,Sub-Saharan Africa,Lower middle income"
"Côte d’Ivoire,2019,""2,276"",""2,276"",""12,327"",0.4,Sub-Saharan Africa,Lower middle income"
"Croatia,2005,""10,457"",""10,457"",""20,531"",4.6,Europe & Central Asia,High income"
"Croatia,2010,""13,961"",""13,961"",""18,870"",4.2,Europe & Central Asia,High income"
"Croatia,2015,""11,851"",""11,851"",""16,037"",3.7,Europe & Central Asia,High income"
"Croatia,2019,""15,071"",""15,071"",""15,914"",3.8,Europe & Central Asia,High income"
"Cuba,2005,""3,787"",""3,787"",""25,341"",2.2,Latin America & Caribbean,Upper middle income"
"Cuba,2010,""5,730"",""5,730"",""27,298"",2.4,Latin America & Caribbean,Upper middle income"
"Cuba,2015,""7,700"",""7,700"",""28,641"",2.5,Latin America & Caribbean,Upper middle income"
"Cuba,2019,""9,126"",""9,126"",""25,426"",2.2,Latin America & Caribbean,Upper middle income"
"Curaçao,2005,""18,018"",""18,018"",""6,020"",27.2,Latin America & Caribbean,High income"
"Curaçao,2010,""19,782"",""19,782"",""4,418"",19.1,Latin America & Caribbean,High income"
"Curaçao,2015,""19,718"",""19,718"",""5,306"",33.4,Latin America & Caribbean,High income"
"Curaçao,2019,""18,980"",""18,980"",""2,196"",13.7,Latin America & Caribbean,High income"
"Cyprus,2005,""25,311"",""25,311"",""7,183"",9.7,Europe & Central Asia,High income"
"Cyprus,2010,""30,993"",""30,993"",""7,429"",9.0,Europe & Central Asia,High income"
"Cyprus,2015,""23,398"",""23,398"",""6,050"",7.1,Europe & Central Asia,High income"
"Cyprus,2019,""29,659"",""29,659"",""6,488"",7.3,Europe & Central Asia,High income"
"Czechia,2005,""13,369"",""13,369"",""119,942"",11.6,Europe & Central Asia,High income"
"Czechia,2010,""19,842"",""19,842"",""112,563"",10.5,Europe & Central Asia,High income"
"Czechia,2015,""17,737"",""17,737"",""99,406"",9.3,Europe & Central Asia,High income"
"Czechia,2019,""23,622"",""23,622"",""96,210"",8.8,Europe & Central Asia,High income"
"Denmark,2005,""48,779"",""48,779"",""49,385"",8.9,Europe & Central Asia,High income"
"Denmark,2010,""57,967"",""57,967"",""48,303"",8.5,Europe & Central Asia,High income"
"Denmark,2015,""53,206"",""53,206"",""33,543"",5.7,Europe & Central Asia,High income"
"Denmark,2019,""60,216"",""60,216"",""29,340"",4.9,Europe & Central Asia,High income"
"Dominican Republic,2005,""3,903"",""3,903"",""17,941"",1.9,Latin America & Caribbean,Upper middle income"
"Dominican Republic,2010,""5,483"",""5,483"",""19,457"",2.0,Latin America & Caribbean,Upper middle income"
"Dominican Republic,2015,""6,921"",""6,921"",""21,988"",2.1,Latin America & Caribbean,Upper middle income"
"Dominican Republic,2019,""8,282"",""8,282"",""25,651"",2.3,Latin America & Caribbean,Upper middle income"
"Ecuador,2005,""3,002"",""3,002"",""24,271"",1.7,Latin America & Caribbean,Upper middle income"
"Ecuador,2010,""4,634"",""4,634"",""32,074"",2.1,Latin America & Caribbean,Upper middle income"
"Ecuador,2015,""6,124"",""6,124"",""37,777"",2.3,Latin America & Caribbean,Upper middle income"
"Ecuador,2019,""6,223"",""6,223"",""35,990"",2.0,Latin America & Caribbean,Upper middle income"
"Egypt,2005,""1,251"",""1,251"",""146,334"",1.9,Middle East & North Africa,Lower middle income"
"Egypt,2010,""2,593"",""2,593"",""178,652"",2.1,Middle East & North Africa,Lower middle income"
"Egypt,2015,""3,437"",""3,437"",""201,567"",2.2,Middle East & North Africa,Lower middle income"
"Egypt,2019,""3,161"",""3,161"",""227,579"",2.2,Middle East & North Africa,Lower middle income"
"El Salvador,2005,""2,429"",""2,429"",""6,628"",1.1,Latin America & Caribbean,Lower middle income"
"El Salvador,2010,""2,983"",""2,983"",""6,276"",1.0,Latin America & Caribbean,Lower middle income"
"El Salvador,2015,""3,706"",""3,706"",""6,800"",1.0,Latin America & Caribbean,Lower middle income"
"El Salvador,2019,""4,168"",""4,168"",""7,610"",1.1,Latin America & Caribbean,Lower middle income"
"Equatorial Guinea,2005,""11,367"",""11,367"",""5,935"",7.9,Sub-Saharan Africa,Upper middle income"
"Equatorial Guinea,2010,""17,272"",""17,272"",""7,968"",8.4,Sub-Saharan Africa,Upper middle income"
"Equatorial Guinea,2015,""11,275"",""11,275"",""5,536"",4.7,Sub-Saharan Africa,Upper middle income"
"Equatorial Guinea,2019,""8,420"",""8,420"",""4,825"",3.5,Sub-Saharan Africa,Upper middle income"
Eritrea,2005,389,389,700,0.2,Sub-Saharan Africa,Low income
Eritrea,2010,501,501,617,0.2,Sub-Saharan Africa,Low income
Eritrea,2015,602,602,704,0.1,Sub-Saharan Africa,Low income
Eritrea,2019,567,567,907,0.2,Sub-Saharan Africa,Low income
"Estonia,2005,""10,404"",""10,404"",""17,129"",12.4,Europe & Central Asia,High income"
"Estonia,2010,""14,665"",""14,665"",""19,020"",14.0,Europe & Central Asia,High income"
"Estonia,2015,""17,396"",""17,396"",""15,625"",11.7,Europe & Central Asia,High income"
"Estonia,2019,""23,419"",""23,419"",""10,177"",7.5,Europe & Central Asia,High income"
"Ethiopia,2005,159,159,""13,664"",0.1,Sub-Saharan Africa,Low income"
"Ethiopia,2010,300,300,""16,423"",0.1,Sub-Saharan Africa,Low income"
"Ethiopia,2015,626,626,""22,071"",0.1,Sub-Saharan Africa,Low income"
"Ethiopia,2019,826,826,""28,027"",0.1,Sub-Saharan Africa,Low income"
"Finland,2005,""38,944"",""38,944"",""56,316"",10.5,Europe & Central Asia,High income"
"Finland,2010,""46,439"",""46,439"",""63,641"",11.6,Europe & Central Asia,High income"
"Finland,2015,""42,772"",""42,772"",""43,929"",7.7,Europe & Central Asia,High income"
"Finland,2019,""48,585"",""48,585"",""41,793"",7.3,Europe & Central Asia,High income"
"France,2005,""34,807"",""34,807"",""378,408"",5.9,Europe & Central Asia,High income"
"France,2010,""40,685"",""40,685"",""347,109"",5.2,Europe & Central Asia,High income"
"France,2015,""36,612"",""36,612"",""311,650"",4.6,Europe & Central Asia,High income"
"France,2019,""40,517"",""40,517"",""300,653"",4.4,Europe & Central Asia,High income"
"Gabon,2005,""6,889"",""6,889"",""2,172"",1.2,Sub-Saharan Africa,Upper middle income"
"Gabon,2010,""8,841"",""8,841"",""3,282"",1.6,Sub-Saharan Africa,Upper middle income"
"Gabon,2015,""7,379"",""7,379"",""3,911"",1.7,Sub-Saharan Africa,Upper middle income"
"Gabon,2019,""7,767"",""7,767"",""3,071"",1.1,Sub-Saharan Africa,Upper middle income"
"Georgia,2005,""1,602"",""1,602"",""4,244"",1.0,Europe & Central Asia,Upper middle income"
"Georgia,2010,""2,987"",""2,987"",""5,188"",1.3,Europe & Central Asia,Upper middle income"
"Georgia,2015,""3,716"",""3,716"",""8,804"",2.3,Europe & Central Asia,Upper middle income"
"Georgia,2019,""4,373"",""4,373"",""9,530"",2.5,Europe & Central Asia,Upper middle income"
"Germany,2005,""34,873"",""34,873"",""796,347"",9.7,Europe & Central Asia,High income"
"Germany,2010,""42,020"",""42,020"",""769,624"",9.5,Europe & Central Asia,High income"
"Germany,2015,""41,036"",""41,036"",""739,890"",8.9,Europe & Central Asia,High income"
"Germany,2019,""46,557"",""46,557"",""653,896"",7.8,Europe & Central Asia,High income"
"Ghana,2005,""1,044"",""1,044"",""7,106"",0.3,Sub-Saharan Africa,Lower middle income"
"Ghana,2010,""1,719"",""1,719"",""11,138"",0.4,Sub-Saharan Africa,Lower middle income"
"Ghana,2015,""1,797"",""1,797"",""14,979"",0.5,Sub-Saharan Africa,Lower middle income"
"Ghana,2019,""2,247"",""2,247"",""19,209"",0.6,Sub-Saharan Africa,Lower middle income"
"Greece,2005,""22,074"",""22,074"",""96,322"",8.7,Europe & Central Asia,High income"
"Greece,2010,""27,264"",""27,264"",""84,453"",7.5,Europe & Central Asia,High income"
"Greece,2015,""18,350"",""18,350"",""65,519"",6.0,Europe & Central Asia,High income"
"Greece,2019,""19,587"",""19,587"",""57,491"",5.3,Europe & Central Asia,High income"
"Guatemala,2005,""2,045"",""2,045"",""12,448"",0.8,Latin America & Caribbean,Upper middle income"
"Guatemala,2010,""2,781"",""2,781"",""12,513"",0.7,Latin America & Caribbean,Upper middle income"
"Guatemala,2015,""3,826"",""3,826"",""17,468"",1.0,Latin America & Caribbean,Upper middle income"
"Guatemala,2019,""4,381"",""4,381"",""20,762"",1.1,Latin America & Caribbean,Upper middle income"
"Guyana,2005,""2,651"",""2,651"",""1,530"",2.0,Latin America & Caribbean,Upper middle income"
"Guyana,2010,""4,581"",""4,581"",""1,807"",2.3,Latin America & Caribbean,Upper middle income"
"Guyana,2015,""5,577"",""5,577"",""2,087"",2.7,Latin America & Caribbean,Upper middle income"
"Guyana,2019,""6,610"",""6,610"",""2,730"",3.4,Latin America & Caribbean,Upper middle income"
"Haiti,2005,759,759,""2,209"",0.2,Latin America & Caribbean,Lower middle income"
"Haiti,2010,""1,187"",""1,187"",""3,063"",0.2,Latin America & Caribbean,Lower middle income"
"Haiti,2015,""1,330"",""1,330"",""3,994"",0.3,Latin America & Caribbean,Lower middle income"
"Haiti,2019,""1,244"",""1,244"",""4,075"",0.3,Latin America & Caribbean,Lower middle income"
"Honduras,2005,""1,308"",""1,308"",""7,034"",0.9,Latin America & Caribbean,Lower middle income"
"Honduras,2010,""1,904"",""1,904"",""8,303"",0.9,Latin America & Caribbean,Lower middle income"
"Honduras,2015,""2,302"",""2,302"",""10,103"",1.0,Latin America & Caribbean,Lower middle income"
"Honduras,2019,""2,574"",""2,574"",""10,158"",1.0,Latin America & Caribbean,Lower middle income"
"Hungary,2005,""11,227"",""11,227"",""55,629"",5.4,Europe & Central Asia,High income"
"Hungary,2010,""13,320"",""13,320"",""48,266"",4.7,Europe & Central Asia,High income"
"Hungary,2015,""12,805"",""12,805"",""43,873"",4.3,Europe & Central Asia,High income"
"Hungary,2019,""16,885"",""16,885"",""46,398"",4.6,Europe & Central Asia,High income"
"Iceland,2005,""57,133"",""57,133"",""2,263"",7.6,Europe & Central Asia,High income"
"Iceland,2010,""42,928"",""42,928"",""1,978"",6.1,Europe & Central Asia,High income"
"Iceland,2015,""53,043"",""53,043"",""2,090"",6.2,Europe & Central Asia,High income"
"Iceland,2019,""73,320"",""73,320"",""1,667"",4.5,Europe & Central Asia,High income"
"India,2005,718,718,""1,120,993"",0.9,South Asia,Lower middle income"
"India,2010,""1,353"",""1,353"",""1,625,063"",1.3,South Asia,Lower middle income"
"India,2015,""1,639"",""1,639"",""2,094,130"",1.6,South Asia,Lower middle income"
"India,2019,""2,115"",""2,115"",""2,371,890"",1.7,South Asia,Lower middle income"
"Indonesia,2005,""1,345"",""1,345"",""336,464"",1.4,East Asia & Pacific,Lower middle income"
"Indonesia,2010,""3,122"",""3,122"",""409,899"",1.6,East Asia & Pacific,Lower middle income"
"Indonesia,2015,""3,332"",""3,332"",""473,971"",1.8,East Asia & Pacific,Lower middle income"
"Indonesia,2019,""4,135"",""4,135"",""596,296"",2.2,East Asia & Pacific,Lower middle income"
"Iran (Islamic Republic of),2005,""3,281"",""3,281"",""421,593"",6.0,Middle East & North Africa,Lower middle income"
"Iran (Islamic Republic of),2010,""7,101"",""7,101"",""503,021"",6.8,Middle East & North Africa,Lower middle income"
"Iran (Islamic Republic of),2015,""5,315"",""5,315"",""560,800"",7.1,Middle East & North Africa,Lower middle income"
"Iran (Islamic Republic of),2019,""7,883"",""7,883"",""588,647"",7.0,Middle East & North Africa,Lower middle income"
"Iraq,2005,""1,856"",""1,856"",""71,968"",2.6,Middle East & North Africa,Upper middle income"
"Iraq,2010,""4,657"",""4,657"",""90,090"",3.0,Middle East & North Africa,Upper middle income"
"Iraq,2015,""4,688"",""4,688"",""100,792"",2.8,Middle East & North Africa,Upper middle income"
"Iraq,2019,""5,981"",""5,981"",""139,388"",3.5,Middle East & North Africa,Upper middle income"
"Ireland,2005,""51,143"",""51,143"",""44,909"",10.6,Europe & Central Asia,High income"
"Ireland,2010,""48,670"",""48,670"",""39,662"",8.6,Europe & Central Asia,High income"
"Ireland,2015,""62,648"",""62,648"",""35,947"",7.5,Europe & Central Asia,High income"
"Ireland,2019,""81,746"",""81,746"",""34,381"",6.9,Europe & Central Asia,High income"
"Israel,2005,""21,848"",""21,848"",""59,347"",8.4,Middle East & North Africa,High income"
"Israel,2010,""31,941"",""31,941"",""69,065"",9.0,Middle East & North Africa,High income"
"Israel,2015,""37,611"",""37,611"",""64,455"",7.6,Middle East & North Africa,High income"
"Israel,2019,""46,709"",""46,709"",""61,512"",6.7,Middle East & North Africa,High income"
"Italy,2005,""31,871"",""31,871"",""461,849"",7.8,Europe & Central Asia,High income"
"Italy,2010,""35,972"",""35,972"",""398,376"",6.6,Europe & Central Asia,High income"
"Italy,2015,""30,306"",""30,306"",""335,503"",5.4,Europe & Central Asia,High income"
"Italy,2019,""33,185"",""33,185"",""314,981"",5.1,Europe & Central Asia,High income"
"Jamaica,2005,""4,104"",""4,104"",""10,404"",3.8,Latin America & Caribbean,Upper middle income"
"Jamaica,2010,""4,704"",""4,704"",""7,256"",2.5,Latin America & Caribbean,Upper middle income"
"Jamaica,2015,""4,911"",""4,911"",""6,783"",2.3,Latin America & Caribbean,Upper middle income"
"Jamaica,2019,""5,369"",""5,369"",""8,193"",2.7,Latin America & Caribbean,Upper middle income"
"Japan,2005,""37,650"",""37,650"",""1,191,317"",9.2,East Asia & Pacific,High income"
"Japan,2010,""44,803"",""44,803"",""1,142,445"",8.8,East Asia & Pacific,High income"
"Japan,2015,""34,730"",""34,730"",""1,163,533"",9.1,East Asia & Pacific,High income"
"Japan,2019,""40,586"",""40,586"",""1,065,846"",8.4,East Asia & Pacific,High income"
"Jordan,2005,""2,252"",""2,252"",""18,623"",3.2,Middle East & North Africa,Upper middle income"
"Jordan,2010,""3,737"",""3,737"",""18,969"",2.6,Middle East & North Africa,Upper middle income"
"Jordan,2015,""4,164"",""4,164"",""23,987"",2.6,Middle East & North Africa,Upper middle income"
"Jordan,2019,""4,405"",""4,405"",""23,129"",2.3,Middle East & North Africa,Upper middle income"
"Kazakhstan,2005,""3,709"",""3,709"",""157,981"",10.4,Europe & Central Asia,Upper middle income"
"Kazakhstan,2010,""9,109"",""9,109"",""223,026"",13.5,Europe & Central Asia,Upper middle income"
"Kazakhstan,2015,""10,493"",""10,493"",""181,744"",10.2,Europe & Central Asia,Upper middle income"
"Kazakhstan,2019,""9,793"",""9,793"",""207,655"",11.1,Europe & Central Asia,Upper middle income"
"Kenya,2005,643,643,""10,316"",0.2,Sub-Saharan Africa,Lower middle income"
"Kenya,2010,""1,043"",""1,043"",""14,503"",0.3,Sub-Saharan Africa,Lower middle income"
"Kenya,2015,""1,465"",""1,465"",""18,578"",0.3,Sub-Saharan Africa,Lower middle income"
"Kenya,2019,""1,913"",""1,913"",""24,338"",0.4,Sub-Saharan Africa,Lower middle income"
"Kosovo,2005,""2,051"",""2,051"",""6,759"",3.9,Europe & Central Asia,Upper middle income"
"Kosovo,2010,""3,141"",""3,141"",""8,865"",4.9,Europe & Central Asia,Upper middle income"
"Kosovo,2015,""3,533"",""3,533"",""8,775"",4.8,Europe & Central Asia,Upper middle income"
"Kosovo,2019,""4,443"",""4,443"",""8,802"",4.8,Europe & Central Asia,Upper middle income"
"Kuwait,2005,""35,591"",""35,591"",""65,134"",28.5,Middle East & North Africa,High income"
"Kuwait,2010,""38,576"",""38,576"",""77,649"",25.8,Middle East & North Africa,High income"
"Kuwait,2015,""29,874"",""29,874"",""86,722"",22.5,Middle East & North Africa,High income"
"Kuwait,2019,""32,372"",""32,372"",""90,028"",21.3,Middle East & North Africa,High income"
"Kyrgyzstan,2005,485,485,""4,949"",0.9,Europe & Central Asia,Lower middle income"
"Kyrgyzstan,2010,884,884,""6,137"",1.1,Europe & Central Asia,Lower middle income"
"Kyrgyzstan,2015,""1,121"",""1,121"",""9,872"",1.6,Europe & Central Asia,Lower middle income"
"Kyrgyzstan,2019,""1,383"",""1,383"",""9,484"",1.4,Europe & Central Asia,Lower middle income"
"Latvia,2005,""7,550"",""7,550"",""8,040"",3.4,Europe & Central Asia,High income"
"Latvia,2010,""11,310"",""11,310"",""8,489"",3.9,Europe & Central Asia,High income"
"Latvia,2015,""13,642"",""13,642"",""7,209"",3.5,Europe & Central Asia,High income"
"Latvia,2019,""17,993"",""17,993"",""7,399"",3.7,Europe & Central Asia,High income"
"Lebanon,2005,""4,575"",""4,575"",""14,759"",3.1,Middle East & North Africa,Lower middle income"
"Lebanon,2010,""7,762"",""7,762"",""18,558"",3.7,Middle East & North Africa,Lower middle income"
"Lebanon,2015,""7,664"",""7,664"",""24,965"",3.8,Middle East & North Africa,Lower middle income"
"Lebanon,2019,""7,812"",""7,812"",""25,873"",3.7,Middle East & North Africa,Lower middle income"
"Libya,2005,""8,425"",""8,425"",""44,410"",7.6,Middle East & North Africa,Upper middle income"
"Libya,2010,""12,169"",""12,169"",""51,172"",8.2,Middle East & North Africa,Upper middle income"
"Libya,2015,""7,560"",""7,560"",""45,657"",7.0,Middle East & North Africa,Upper middle income"
"Libya,2019,""8,828"",""8,828"",""46,534"",6.8,Middle East & North Africa,Upper middle income"
"Lithuania,2005,""7,808"",""7,808"",""12,825"",3.7,Europe & Central Asia,High income"
"Lithuania,2010,""11,889"",""11,889"",""12,722"",4.0,Europe & Central Asia,High income"
"Lithuania,2015,""14,127"",""14,127"",""10,962"",3.6,Europe & Central Asia,High income"
"Lithuania,2019,""19,821"",""19,821"",""11,587"",4.0,Europe & Central Asia,High income"
"Luxembourg,2005,""82,250"",""82,250"",""11,667"",24.7,Europe & Central Asia,High income"
